max_x [-0.3622083] max max 0.5102545213865606
         3341606 function calls (3330980 primitive calls) in 10.461 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        4    0.000    0.000    0.000    0.000 pyparsing.py:2042(__invert__)
        1    0.000    0.000    0.000    0.000 uu.py:31(<module>)
        2    0.000    0.000    0.000    0.000 subprocess.py:1401(_try_wait)
        1    0.000    0.000    0.000    0.000 thread.py:91(__init__)
        2    0.000    0.000    0.000    0.000 __init__.py:771(__init__)
       50    0.000    0.000    0.000    0.000 {method 'item' of 'numpy.ndarray' objects}
        2    0.000    0.000    0.000    0.000 os.py:678(__delitem__)
        1    0.000    0.000    0.000    0.000 {built-in method _thread.start_new_thread}
        1    0.000    0.000    0.000    0.000 rbf.py:44(<module>)
        1    0.000    0.000    0.000    0.000 _trustregion.py:1(<module>)
        1    0.000    0.000    0.000    0.000 geo.py:268(AitoffAxes)
        1    0.000    0.000    0.000    0.000 container.py:5(Container)
       56    0.000    0.000    0.000    0.000 patches.py:1919(_register_style)
        1    0.000    0.000    0.000    0.000 _cm.py:57(cubehelix)
        5    0.000    0.000    0.000    0.000 six.py:91(__get__)
        3    0.000    0.000    0.000    0.000 pyparsing.py:3230(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:1769(Locked)
        1    0.000    0.000    0.000    0.000 __init__.py:1120(<listcomp>)
        3    0.000    0.000    0.000    0.000 blas.py:297(_get_funcs)
        3    0.000    0.000    0.000    0.000 ufunclike.py:14(_deprecate_out_named_y)
        3    0.000    0.000    0.000    0.000 result.py:12(failfast)
        2    0.000    0.000    0.000    0.000 arrayprint.py:894(<genexpr>)
       30    0.000    0.000    0.000    0.000 numerictypes.py:432(_add_array_type)
       18    0.000    0.000    0.000    0.000 pathlib.py:691(__str__)
        1    0.000    0.000    0.000    0.000 typing.py:686(_Union)
      240    0.000    0.000    0.000    0.000 typing.py:975(<genexpr>)
        2    0.000    0.000    0.000    0.000 functools.py:193(total_ordering)
        3    0.000    0.000    0.000    0.000 {built-in method posix.waitpid}
        1    0.000    0.000    0.000    0.000 geo.py:442(LambertAxes)
        1    0.000    0.000    0.000    0.000 backend_bases.py:2436(FigureManagerBase)
        1    0.000    0.000    0.000    0.000 collections.py:1564(EllipseCollection)
        4    0.000    0.000    0.000    0.000 pyparsing.py:3982(__init__)
       14    0.000    0.000    0.000    0.000 rcsetup.py:178(validate_axisbelow)
        4    0.000    0.000    0.000    0.000 {built-in method _ssl.txt2obj}
        1    0.000    0.000    0.000    0.000 ssl.py:376(Purpose)
        1    0.000    0.000    0.000    0.000 _onenormest.py:2(<module>)
        1    0.000    0.000    0.000    0.000 decomp_lu.py:1(<module>)
        2    0.000    0.000    0.000    0.000 util.py:136(register_after_fork)
        1    0.000    0.000    0.000    0.000 base64mime.py:25(<module>)
       81    0.000    0.000    0.000    0.000 utils.py:69(__init__)
        1    0.000    0.000    0.000    0.000 cloudpickle.py:268(CloudPickler)
        1    0.000    0.000    0.000    0.000 numpy_pickle_utils.py:1(<module>)
       98    0.000    0.000    0.000    0.000 parallel.py:762(_print)
        3    0.000    0.000    0.000    0.000 _version.py:151(__ge__)
       36    0.000    0.000    0.000    0.000 typing.py:1019(_abc_negative_cache)
        4    0.000    0.000    0.000    0.000 posixpath.py:154(dirname)
        3    0.000    0.000    0.000    0.000 _common.py:128(_validate_fromutc_inputs)
       95    0.000    0.000    0.000    0.000 cycler.py:138(keys)
        1    0.000    0.000    0.000    0.000 core.py:6284(__array_finalize__)
        2    0.000    0.000    0.000    0.000 charset.py:211(__init__)
        1    0.000    0.000    0.000    0.000 pytesttester.py:29(<module>)
       66    0.000    0.000    0.000    0.000 traceback.py:243(__init__)
       40    0.000    0.000    0.000    0.000 numerictypes.py:154(english_upper)
       49    0.000    0.000    0.000    0.000 _parallel_backends.py:36(__init__)
       98    0.000    0.000    0.000    0.000 _parallel_backends.py:133(retrieval_context)
       49    0.000    0.000    0.000    0.000 kernel_opt.py:11(kernel_step)
        1    0.000    0.000    0.000    0.000 mstats_extras.py:4(<module>)
        1    0.000    0.000    0.000    0.000 dogbox.py:42(<module>)
        1    0.000    0.000    0.000    0.000 _parser.py:573(parser)
        4    0.000    0.000    0.000    0.000 isoparser.py:22(_takes_ascii)
        1    0.000    0.000    0.000    0.000 patches.py:1534(Arc)
        1    0.000    0.000    0.000    0.000 collections.py:1026(RegularPolyCollection)
       89    0.000    0.000    0.000    0.000 docstring.py:98(do_copy)
       13    0.000    0.000    0.000    0.000 pyparsing.py:3847(__str__)
       97    0.000    0.000    0.000    0.000 pyparsing.py:4934(<genexpr>)
       72    0.000    0.000    0.000    0.000 ipaddress.py:417(_check_int_address)
        1    0.000    0.000    0.000    0.000 _gcrotmk.py:4(<module>)
        1    0.000    0.000    0.000    0.000 _decomp_qz.py:1(<module>)
        2    0.000    0.000    0.000    0.000 subprocess.py:1154(_get_handles)
        1    0.000    0.000    0.000    0.000 ctypeslib.py:323(_get_typecodes)
        1    0.000    0.000    0.000    0.000 histograms.py:3(<module>)
        2    0.000    0.000    0.000    0.000 arrayprint.py:889(<genexpr>)
       49    0.000    0.000    0.000    0.000 _parallel_backends.py:589(__init__)
        1    0.000    0.000    0.000    0.000 linalg.py:74(_determine_error_states)
       86    0.000    0.000    0.000    0.000 textwrap.py:476(predicate)
       53    0.000    0.000    0.000    0.000 enum.py:181(<genexpr>)
       91    0.000    0.000    0.000    0.000 {built-in method builtins.vars}
        3    0.000    0.000    0.000    0.000 doccer.py:135(_doc)
        8    0.000    0.000    0.000    0.000 nonlin.py:219(_set_doc)
        1    0.000    0.000    0.000    0.000 _pylab_helpers.py:3(<module>)
        9    0.000    0.000    0.000    0.000 fontconfig_pattern.py:144(_families)
      158    0.000    0.000    0.000    0.000 pyparsing.py:3458(<genexpr>)
        3    0.000    0.000    0.000    0.000 rcsetup.py:108(validate_path_exists)
        1    0.000    0.000    0.000    0.000 bayesian_optimization.py:70(default_from_bounds)
        1    0.000    0.000    0.000    0.000 numeric.py:2171(identity)
        1    0.000    0.000    0.000    0.000 construct.py:2(<module>)
        1    0.000    0.000    0.000    0.000 __future__.py:48(<module>)
        9    0.000    0.000    0.000    0.000 {built-in method builtins.round}
        1    0.000    0.000    0.000    0.000 _trustregion_ncg.py:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:574(Misc)
        1    0.000    0.000    0.000    0.000 geo.py:319(HammerAxes)
        1    0.000    0.000    0.000    0.000 offsetbox.py:1365(AnnotationBbox)
        1    0.000    0.000    0.000    0.000 pyplot.py:1801(colormaps)
      138    0.000    0.000    0.000    0.000 cycler.py:212(<genexpr>)
       95    0.000    0.000    0.000    0.000 pyparsing.py:213(<genexpr>)
       47    0.000    0.000    0.000    0.000 ipaddress.py:607(__init__)
        8    0.000    0.000    0.000    0.000 __init__.py:390(_logged_cached)
        9    0.000    0.000    0.000    0.000 typing.py:206(__new__)
        6    0.000    0.000    0.000    0.000 _policybase.py:94(_append_doc)
       27    0.000    0.000    0.000    0.000 __init__.py:228(_releaseLock)
        2    0.000    0.000    0.000    0.000 threading.py:357(notify_all)
        1    0.000    0.000    0.000    0.000 einsumfunc.py:4(<module>)
       24    0.000    0.000    0.000    0.000 tokenize.py:148(<listcomp>)
        1    0.000    0.000    0.000    0.000 basic.py:756(erfinv)
        4    0.000    0.000    0.000    0.000 version.py:69(__ge__)
      124    0.000    0.000    0.000    0.000 typing.py:1096(__hash__)
        1    0.000    0.000    0.000    0.000 datetime.py:659(date)
       10    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:861(_find_spec_legacy)
       73    0.000    0.000    0.000    0.000 {method 'remove' of 'set' objects}
      211    0.000    0.000    0.000    0.000 {method 'start' of '_sre.SRE_Match' objects}
       49    0.000    0.000    0.000    0.000 gaussian_process.py:38(fit)
       10    0.000    0.000    0.000    0.000 _multivariate.py:184(__init__)
        1    0.000    0.000    0.000    0.000 geo.py:15(GeoAxes)
        1    0.000    0.000    0.000    0.000 _subplots.py:203(subplot_class_factory)
      132    0.000    0.000    0.000    0.000 six.py:88(__init__)
       51    0.000    0.000    0.000    0.000 six.py:177(_add_module)
        4    0.000    0.000    0.000    0.000 fontconfig_pattern.py:152(_property)
       12    0.000    0.000    0.000    0.000 rcsetup.py:68(_listify_validator)
        7    0.000    0.000    0.000    0.000 _threadsafety.py:27(__init__)
        1    0.000    0.000    0.000    0.000 lsmr.py:17(<module>)
        1    0.000    0.000    0.000    0.000 platform.py:1277(python_implementation)
       36    0.000    0.000    0.000    0.000 typing.py:646(<genexpr>)
        2    0.000    0.000    0.000    0.000 core.py:6449(__init__)
        1    0.000    0.000    0.000    0.000 _polybase.py:19(ABCPolyBase)
       16    0.000    0.000    0.000    0.000 random.py:223(_randbelow)
        1    0.000    0.000    0.000    0.000 argparse.py:159(HelpFormatter)
        6    0.000    0.000    0.000    0.000 threading.py:215(__init__)
       10    0.000    0.000    0.000    0.000 getlimits.py:18(_fr0)
        1    0.000    0.000    0.000    0.000 __init__.py:291(<listcomp>)
        1    0.000    0.000    0.000    0.000 text.py:109(Text)
        1    0.000    0.000    0.000    0.000 pyparsing.py:5885(Japanese)
        1    0.000    0.000    0.000    0.000 platform.py:1170(_sys_version)
        1    0.000    0.000    0.000    0.000 ctypeslib.py:332(<dictcomp>)
        1    0.000    0.000    0.000    0.000 numerictypes.py:418(_construct_char_code_lookup)
       44    0.000    0.000    0.000    0.000 _inspect.py:15(ismethod)
        2    0.000    0.000    0.000    0.000 _util.py:156(__init__)
       83    0.000    0.000    0.000    0.000 typing.py:931(<genexpr>)
        2    0.000    0.000    0.000    0.000 {built-in method numpy.core.multiarray.dragon4_positional}
        1    0.000    0.000    0.000    0.000 datetime.py:337(timedelta)
       15    0.000    0.000    0.000    0.000 {method 'find' of 'str' objects}
       13    0.000    0.000    0.000    0.000 _distn_infrastructure.py:2657(__new__)
        1    0.000    0.000    0.000    0.000 _distn_infrastructure.py:356(<listcomp>)
        1    0.000    0.000    0.000    0.000 canonical_constraint.py:1(<module>)
        3    0.000    0.000    0.000    0.000 pyparsing.py:4445(__init__)
        3    0.000    0.000    0.000    0.000 rcsetup.py:268(validate_toolbar)
       13    0.000    0.000    0.000    0.000 dual.py:52(register_func)
        1    0.000    0.000    0.000    0.000 dual.py:12(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:123(<listcomp>)
        1    0.000    0.000    0.000    0.000 decomp_cholesky.py:1(<module>)
       20    0.000    0.000    0.000    0.000 typing.py:168(__new__)
        1    0.000    0.000    0.000    0.000 queue.py:27(__init__)
        1    0.000    0.000    0.000    0.000 arraypad.py:5(<module>)
        2    0.000    0.000    0.000    0.000 __config__.py:3(<module>)
      103    0.000    0.000    0.000    0.000 typing.py:984(<genexpr>)
       19    0.000    0.000    0.000    0.000 mixins.py:20(_binary_method)
        2    0.000    0.000    0.000    0.000 sre_compile.py:381(_bytes_to_codes)
        6    0.000    0.000    0.000    0.000 weakref.py:354(__init__)
        2    0.000    0.000    0.000    0.000 doccer.py:155(_doc)
        1    0.000    0.000    0.000    0.000 geo.py:368(MollweideAxes)
        1    0.000    0.000    0.000    0.000 axis.py:38(Tick)
        1    0.000    0.000    0.000    0.000 patches.py:4332(ConnectionPatch)
        1    0.000    0.000    0.000    0.000 _version.py:20(get_versions)
       44    0.000    0.000    0.000    0.000 six.py:105(__init__)
        3    0.000    0.000    0.000    0.000 pyparsing.py:2067(suppress)
      188    0.000    0.000    0.000    0.000 pyparsing.py:2678(<genexpr>)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1860(IPv6Address)
        4    0.000    0.000    0.000    0.000 __init__.py:484(cast)
       12    0.000    0.000    0.000    0.000 typing.py:800(<genexpr>)
        1    0.000    0.000    0.000    0.000 datetime.py:1024(time)
       72    0.000    0.000    0.000    0.000 _weakrefset.py:52(_commit_removals)
        1    0.000    0.000    0.000    0.000 _constants.py:4(<module>)
        1    0.000    0.000    0.000    0.000 bvls.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _parser.py:1361(_result)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3434(And)
        5    0.000    0.000    0.000    0.000 rcsetup.py:312(__call__)
       94    0.000    0.000    0.000    0.000 ipaddress.py:550(__int__)
        1    0.000    0.000    0.000    0.000 minres.py:1(<module>)
        1    0.000    0.000    0.000    0.000 lsqr.py:50(<module>)
        1    0.000    0.000    0.000    0.000 _expm_frechet.py:1(<module>)
        2    0.000    0.000    0.000    0.000 subprocess.py:1348(_handle_exitstatus)
        1    0.000    0.000    0.000    0.000 arraysetops.py:27(<module>)
        1    0.000    0.000    0.000    0.000 pprint.py:98(PrettyPrinter)
        1    0.000    0.000    0.000    0.000 __init__.py:1085(__init__)
        5    0.000    0.000    0.000    0.000 getlimits.py:507(__init__)
       22    0.000    0.000    0.000    0.000 traceback.py:273(__getitem__)
        1    0.000    0.000    0.000    0.000 numbers.py:32(Complex)
        2    0.000    0.000    0.000    0.000 numeric.py:156(ones)
       14    0.000    0.000    0.000    0.000 numerictypes.py:181(english_capitalize)
        1    0.000    0.000    0.000    0.000 numerictypes.py:369(_set_up_aliases)
        1    0.000    0.000    0.000    0.000 _inspect.py:7(<module>)
        2    0.000    0.000    0.000    0.000 pathlib.py:898(__truediv__)
        1    0.000    0.000    0.000    0.000 spawn.py:11(<module>)
        1    0.000    0.000    0.000    0.000 format_stack.py:12(<module>)
        4    0.000    0.000    0.000    0.000 uuid.py:106(__init__)
        4    0.000    0.000    0.000    0.000 version.py:331(_cmp)
        1    0.000    0.000    0.000    0.000 semaphore_tracker.py:85(unregister)
       22    0.000    0.000    0.000    0.000 typing.py:1033(_abc_negative_cache_version)
        1    0.000    0.000    0.000    0.000 typing.py:907(GenericMeta)
        1    0.000    0.000    0.000    0.000 enum.py:850(<listcomp>)
        1    0.000    0.000    0.000    0.000 {method 'close' of '_io.TextIOWrapper' objects}
